date,sold_or_return,product_id,product,unit_price,no_of_units,sales_price,category
12/20/2023,Sold,1122,Staff-tea,0,3,0,Staff
12/21/2023,Sold,5349,Staff - Chicken Budget Rice,0,1,0,Staff
12/21/2023,Sold,5357,Staff - White Rice with Bullseye,0,4,0,Staff
12/21/2023,Sold,5357,Staff - White Rice with Bullseye,0,2,0,Staff
12/21/2023,Sold,1122,Staff-tea,0,3,0,Staff
12/22/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
12/22/2023,Sold,11114,staff- rice n curry,0,6,0,Staff
12/23/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
12/23/2023,Sold,5349,Staff - Chicken Budget Rice,0,2,0,Staff
12/23/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
12/23/2023,Sold,1122,Staff-tea,0,2,0,Staff
12/27/2023,Sold,5360,Staff - Vegetable Rice with Bullseye,0,1,0,Staff
12/27/2023,Sold,5360,Staff - Vegetable Rice with Bullseye,0,2,0,Staff
12/27/2023,Sold,5357,Staff - White Rice with Bullseye,0,2,0,Staff
12/27/2023,Sold,1122,Staff-tea,0,5,0,Staff
12/27/2023,Sold,1122,Staff-tea,0,3,0,Staff
12/28/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
12/28/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
12/28/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
12/29/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
12/29/2023,Sold,5349,Staff - Chicken Budget Rice,0,3,0,Staff
12/29/2023,Sold,5357,Staff - White Rice with Bullseye,0,1,0,Staff
1/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/20/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/25/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/26/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/26/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/30/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/31/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/31/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/31/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/1/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/1/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/1/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/6/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/6/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/7/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/8/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/8/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/10/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/10/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/10/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/13/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/13/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/15/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/15/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/16/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/16/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/16/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/24/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
2/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/7/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/8/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/8/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/13/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/20/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/20/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/24/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/28/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/28/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/29/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/29/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/30/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/30/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/30/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/31/2023,Sold,4103,TEA,40,1,40,BEVERAGE
3/31/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/1/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/4/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/4/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/4/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/6/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/6/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/19/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/19/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/24/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/24/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/24/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/26/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/26/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/26/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/28/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/30/2023,Sold,4103,TEA,40,1,40,BEVERAGE
4/30/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/1/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/11/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/12/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/12/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/16/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/19/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/24/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/24/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/25/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/26/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
5/30/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/1/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/4/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/5/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/5/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/5/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/6/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/7/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/8/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/8/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/8/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/10/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/11/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/12/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/12/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/12/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/12/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/13/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/15/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/15/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/15/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/16/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/16/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/16/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/16/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/16/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/18/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/19/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/23/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/24/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/26/2023,Sold,4103,TEA,40,1,40,BEVERAGE
6/30/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/1/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/4/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/4/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/4/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/5/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/5/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/5/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/5/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/5/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/6/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/7/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/7/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/8/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/9/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/10/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/10/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/11/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/11/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/11/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/12/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/12/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/12/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/13/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/14/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/17/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/19/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/20/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/20/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/21/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/22/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/26/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/27/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/28/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/29/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/29/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/30/2023,Sold,4103,TEA,40,1,40,BEVERAGE
7/31/2023,Sold,4103,TEA,40,1,40,BEVERAGE
8/2/2023,Sold,4103,TEA,40,1,40,BEVERAGE
8/3/2023,Sold,4103,TEA,40,1,40,BEVERAGE
8/4/2023,Sold,4103,TEA,40,1,40,BEVERAGE
8/6/2023,Sold,4103,TEA,40,1,40,BEVERAGE
8/6/2023,Sold,4103,TEA,40,1,40,BEVERAGE
8/7/2023,Sold,4103,TEA,40,1,40,BEVERAGE
8/8/2023,Sold,4103,TEA,40,1,40,BEVERAGE
1/17/2023,Sold,2222,DELIVERY (MEDICAL FACULTY),50,1,50,DELIVERY
1/17/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/17/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/17/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/17/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/17/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/17/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/17/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/18/2023,Sold,6666,DELIVERY (WIJEWARDHANA),50,1,50,DELIVERY
1/18/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/18/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/18/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/18/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/18/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/18/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/18/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/18/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/19/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/20/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/23/2023,Sold,3322,DELIVERY(WITHIN FACULTY),50,1,50,DELIVERY
1/23/2023,Sold,3322,DELIVERY(WITHIN FACULTY),50,1,50,DELIVERY
1/23/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/23/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/23/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4104,GREEN TEA,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/24/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/25/2023,Sold,4104,GREEN TEA,50,1,50,BEVERAGE
1/25/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/25/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/25/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/25/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/25/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/25/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/25/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,3323,DELIVERY (JAYATHILAKE),50,1,50,DELIVERY
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/26/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/27/2023,Sold,4104,GREEN TEA,50,1,50,BEVERAGE
1/27/2023,Sold,4104,GREEN TEA,50,1,50,BEVERAGE
1/27/2023,Sold,4104,GREEN TEA,50,1,50,BEVERAGE
1/27/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/27/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/27/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/30/2023,Sold,4104,GREEN TEA,50,1,50,BEVERAGE
1/30/2023,Sold,4104,GREEN TEA,50,1,50,BEVERAGE
1/30/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/30/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/30/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/30/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/30/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/30/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/31/2023,Sold,2222,DELIVERY (MEDICAL FACULTY),50,1,50,DELIVERY
1/31/2023,Sold,3322,DELIVERY(WITHIN FACULTY),50,1,50,DELIVERY
1/31/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/31/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/31/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/31/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/31/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/31/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
1/31/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
2/1/2023,Sold,3322,DELIVERY(WITHIN FACULTY),50,1,50,DELIVERY
2/1/2023,Sold,4104,GREEN TEA,50,1,50,BEVERAGE
2/1/2023,Sold,4104,GREEN TEA,50,1,50,BEVERAGE
2/1/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
2/1/2023,Sold,4102,SUNQUICK ORANGE JUICE,50,1,50,BEVERAGE
