good,dirty,wait,lastyear,usa
0,2,0.91,4,1
0,0,2.36,1,1
0,0,1.51,4,1
0,1,1.51,1,1
0,0,1.92,1,1
0,0,0.99,1,1
1,0,5.51,2,1
0,1,1.92,1,1
0,0,3.32,1,1
0,0,5.59,4,1
1,0,1.92,1,1
0,0,1.51,1,1
0,0,4.17,3,1
1,0,5.51,7,1
0,0,5.51,1,1
1,0,5.51,1,1
0,0,1.92,1,1
0,0,5.26,1,1
1,0,0.99,4,1
1,0,1.89,4,1
1,0,1.89,3,1
1,1,0.84,4,1
1,0,5.42,2,1
1,0,5.61,1,1
1,0,5.42,2,1
0,2,1.41,2,1
0,3,4.61,14,1
0,0,0.91,1,1
0,0,0.82,1,1
1,0,4.02,2,1
1,0,1.92,1,1
1,0,0.99,1,1
0,0,0.82,1,1
1,0,1.92,1,1
1,0,1.24,2,1
0,0,1.51,1,1
1,0,2.36,1,1
0,0,1.92,5,1
0,0,0.99,1,1
0,0,2.36,1,1
1,1,0.66,5,1
1,0,0.99,3,1
0,0,1.59,2,1
1,0,0.91,2,1
1,0,5.34,1,1
1,0,5.34,8,1
0,0,5.59,2,1
1,0,0.82,2,1
1,0,0.74,2,1
1,0,0.74,2,1
0,0,5.59,2,1
1,0,4.61,4,1
1,0,1.32,1,1
1,0,5.34,6,1
0,0,5.34,4,1
1,0,1.59,1,1
0,0,1.07,1,1
0,0,1.07,2,1
1,0,1.07,1,1
1,0,0.91,4,1
1,0,1.66,1,0
1,0,1.92,2,0
0,1,2.36,19,0
1,0,2.36,3,0
0,0,2.36,2,0
1,0,1.92,4,0
0,0,2.57,1,0
0,0,1.81,2,0
0,0,2.57,1,0
1,0,1.92,1,0
1,0,1.72,1,0
1,0,1.92,4,0
0,0,1.51,1,0
1,0,1.92,2,0
1,0,1.92,2,0
1,0,1.51,1,0
1,0,1.51,4,0
0,0,1.92,1,0
0,0,1.66,1,0
1,0,1.51,1,0
1,0,0.99,3,0
1,0,1.51,1,0
1,0,1.92,3,0
1,0,2.44,1,0
1,0,2.44,1,0
1,0,2.44,22,0
1,0,1.59,1,0
1,0,1.99,1,0
0,0,1.99,1,0
1,0,1.99,1,0
0,0,0.82,1,0
1,0,2.44,1,0
1,0,2.44,1,0
1,0,2.89,2,0
1,0,0.82,1,1
1,0,0.82,4,1
1,0,1.81,2,1
1,0,5.34,15,1
1,0,1.32,1,1
1,0,1.07,3,1
1,0,0.99,1,1
1,0,1.32,2,1
1,0,0.74,2,1
1,0,5.34,1,1
1,0,1.81,2,1
1,0,1.07,2,1
1,0,5.59,11,1
1,0,5.34,1,1
0,0,5.34,2,1
1,0,5.34,3,1
1,0,5.34,8,1
1,0,1.32,4,1
1,1,1.32,1,1
1,0,0.82,1,1
0,0,5.34,9,1
1,2,2.96,1,1
1,0,0.82,1,1
1,0,3.34,1,0
0,0,2.81,2,0
1,0,1.99,2,0
1,0,3.34,1,0
1,0,2.96,1,0
1,0,1.99,1,0
1,0,2.44,2,0
0,0,2.44,1,0
1,0,1.99,1,0
0,0,2.96,1,0
0,0,1.99,5,0
1,0,2.81,2,0
1,0,4.41,1,0
1,0,2.81,2,0
0,0,2.96,1,0
0,0,2.81,4,0
1,0,1.99,1,0
1,0,2.81,2,0
1,0,4.34,1,0
1,0,3.69,1,0
0,0,2.81,1,0
1,0,1.99,2,0
0,1,1.41,2,1
1,0,1.41,3,1
0,0,1.24,61,1
0,0,1.41,1,1
0,0,1.89,1,1
1,0,1.41,3,1
1,0,1.89,2,1
1,0,0.91,1,1
1,0,5.59,9,1
1,0,0.66,4,1
1,0,0.74,1,1
0,1,5.42,3,1
1,0,0.91,4,1
1,0,5.59,1,1
1,0,5.42,1,1
1,1,5.59,3,1
0,0,2.71,1,1
0,2,1.16,1,1
0,0,5.42,8,1
1,0,1.41,2,1
0,1,4.61,1,1
0,1,4.61,1,1
0,1,0.91,1,1
